State,County,Year,Unemployment_rate
NJ,"Passaic County, NJ",2012,11.1
NJ,"Salem County, NJ",2012,11.9
NJ,"Somerset County, NJ",2012,7.5
NJ,"Sussex County, NJ",2012,9.1
NJ,"Union County, NJ",2012,9.5
NJ,"Warren County, NJ",2012,8.8
NM,New Mexico,2012,7.0
NM,"Bernalillo County, NM",2012,6.6
NM,"Catron County, NM",2012,9.4
NM,"Chaves County, NM",2012,6.4
NM,"Cibola County, NM",2012,8.4
NM,"Colfax County, NM",2012,7.7
NM,"Curry County, NM",2012,4.9
NM,"De Baca County, NM",2012,4.2
NM,"Dona Ana County, NM",2012,7.2
NM,"Eddy County, NM",2012,4.6
NM,"Grant County, NM",2012,6.5
NM,"Guadalupe County, NM",2012,9.8
NM,"Harding County, NM",2012,6.1
NM,"Hidalgo County, NM",2012,7.2
NM,"Lea County, NM",2012,4.6
NM,"Lincoln County, NM",2012,6.4
NM,"Los Alamos County, NM",2012,3.8
NM,"Luna County, NM",2012,19.6
NM,"McKinley County, NM",2012,9.4
NM,"Mora County, NM",2012,10.8
NM,"Otero County, NM",2012,6.4
NM,"Quay County, NM",2012,8.0
NM,"Rio Arriba County, NM",2012,9.1
NM,"Roosevelt County, NM",2012,5.5
NM,"Sandoval County, NM",2012,7.6
NM,"San Juan County, NM",2012,7.0
NM,"San Miguel County, NM",2012,8.7
NM,"Santa Fe County, NM",2012,5.7
NM,"Sierra County, NM",2012,9.6
NM,"Socorro County, NM",2012,6.8
NM,"Taos County, NM",2012,10.3
NM,"Torrance County, NM",2012,10.4
NM,"Union County, NM",2012,4.3
NM,"Valencia County, NM",2012,8.5
NY,New York,2012,8.6
NY,"Albany County, NY",2012,7.2
NY,"Allegany County, NY",2012,8.5
NY,"Bronx County, NY",2012,12.5
NY,"Broome County, NY",2012,8.8
NY,"Cattaraugus County, NY",2012,9.5
NY,"Cayuga County, NY",2012,8.4
NY,"Chautauqua County, NY",2012,8.6
NY,"Chemung County, NY",2012,8.5
NY,"Chenango County, NY",2012,8.8
NY,"Clinton County, NY",2012,9.5
NY,"Columbia County, NY",2012,7.2
NY,"Cortland County, NY",2012,8.8
NY,"Delaware County, NY",2012,8.9
NY,"Dutchess County, NY",2012,7.9
NY,"Erie County, NY",2012,8.4
NY,"Essex County, NY",2012,9.7
NY,"Franklin County, NY",2012,9.7
NY,"Fulton County, NY",2012,11.2
NY,"Genesee County, NY",2012,8.0
NY,"Greene County, NY",2012,10.1
NY,"Hamilton County, NY",2012,10.9
NY,"Herkimer County, NY",2012,8.9
NY,"Jefferson County, NY",2012,10.0
NY,"Kings County, NY",2012,9.9
NY,"Lewis County, NY",2012,10.1
NY,"Livingston County, NY",2012,7.9
NY,"Madison County, NY",2012,8.6
NY,"Monroe County, NY",2012,8.0
NY,"Montgomery County, NY",2012,10.5
NY,"Nassau County, NY",2012,7.1
NY,"New York County, NY",2012,8.1
NY,"Niagara County, NY",2012,9.5
NY,"Oneida County, NY",2012,8.4
NY,"Onondaga County, NY",2012,8.0
NY,"Ontario County, NY",2012,7.4
NY,"Orange County, NY",2012,8.0
NY,"Orleans County, NY",2012,9.8
NY,"Oswego County, NY",2012,11.1
NY,"Otsego County, NY",2012,8.0
NY,"Putnam County, NY",2012,7.3
NY,"Queens County, NY",2012,8.4
NY,"Rensselaer County, NY",2012,7.9
NY,"Richmond County, NY",2012,9.6
NY,"Rockland County, NY",2012,7.4
NY,"St. Lawrence County, NY",2012,10.3
NY,"Saratoga County, NY",2012,6.9
NY,"Schenectady County, NY",2012,7.8
NY,"Schoharie County, NY",2012,9.3
NY,"Schuyler County, NY",2012,9.5
NY,"Seneca County, NY",2012,8.1
NY,"Steuben County, NY",2012,9.5
NY,"Suffolk County, NY",2012,7.9
NY,"Sullivan County, NY",2012,9.2
NY,"Tioga County, NY",2012,8.0
NY,"Tompkins County, NY",2012,6.2
NY,"Ulster County, NY",2012,8.4
NY,"Warren County, NY",2012,9.3
NY,"Washington County, NY",2012,8.4
NY,"Wayne County, NY",2012,8.7
NY,"Westchester County, NY",2012,7.4
NY,"Wyoming County, NY",2012,9.0
NY,"Yates County, NY",2012,7.9
NC,North Carolina,2012,9.5
NC,"Alamance County, NC",2012,8.7
NC,"Alexander County, NC",2012,9.8
NC,"Alleghany County, NC",2012,10.7
NC,"Anson County, NC",2012,11.2
NC,"Ashe County, NC",2012,10.7
NC,"Avery County, NC",2012,10.9
NC,"Beaufort County, NC",2012,10.8
NC,"Bertie County, NC",2012,11.7
NC,"Bladen County, NC",2012,13.0
NC,"Brunswick County, NC",2012,11.5
NC,"Buncombe County, NC",2012,7.4
NC,"Burke County, NC",2012,10.1
NC,"Cabarrus County, NC",2012,9.2
NC,"Caldwell County, NC",2012,11.9
NC,"Camden County, NC",2012,8.0
NC,"Carteret County, NC",2012,9.1
NC,"Caswell County, NC",2012,10.9
NC,"Catawba County, NC",2012,10.4
NC,"Chatham County, NC",2012,8.0
NC,"Cherokee County, NC",2012,11.2
NC,"Chowan County, NC",2012,11.1
NC,"Clay County, NC",2012,10.6
NC,"Cleveland County, NC",2012,11.3
NC,"Columbus County, NC",2012,12.5
NC,"Craven County, NC",2012,9.7
NC,"Cumberland County, NC",2012,10.8
NC,"Currituck County, NC",2012,8.8
NC,"Dare County, NC",2012,12.6
NC,"Davidson County, NC",2012,9.9
NC,"Davie County, NC",2012,9.3
NC,"Duplin County, NC",2012,9.3
NC,"Durham County, NC",2012,7.6
NC,"Edgecombe County, NC",2012,14.6
NC,"Forsyth County, NC",2012,9.1
NC,"Franklin County, NC",2012,9.9
NC,"Gaston County, NC",2012,10.7
NC,"Gates County, NC",2012,7.9
NC,"Graham County, NC",2012,18.1
NC,"Granville County, NC",2012,8.2
NC,"Greene County, NC",2012,8.8
NC,"Guilford County, NC",2012,9.8
NC,"Halifax County, NC",2012,13.9
NC,"Harnett County, NC",2012,10.9
NC,"Haywood County, NC",2012,9.3
NC,"Henderson County, NC",2012,7.7
NC,"Hertford County, NC",2012,11.0
NC,"Hoke County, NC",2012,10.9
NC,"Hyde County, NC",2012,13.8
NC,"Iredell County, NC",2012,10.2
NC,"Jackson County, NC",2012,10.8
NC,"Johnston County, NC",2012,8.6
NC,"Jones County, NC",2012,10.2
NC,"Lee County, NC",2012,11.6
NC,"Lenoir County, NC",2012,10.0
NC,"Lincoln County, NC",2012,9.8
NC,"McDowell County, NC",2012,11.1
NC,"Macon County, NC",2012,10.9
NC,"Madison County, NC",2012,10.0
NC,"Martin County, NC",2012,12.3
NC,"Mecklenburg County, NC",2012,9.0
NC,"Mitchell County, NC",2012,12.5
NC,"Montgomery County, NC",2012,10.8
NC,"Moore County, NC",2012,9.0
NC,"Nash County, NC",2012,11.8
NC,"New Hanover County, NC",2012,8.8
NC,"Northampton County, NC",2012,11.8
NC,"Onslow County, NC",2012,8.2
NC,"Orange County, NC",2012,6.3
NC,"Pamlico County, NC",2012,9.2
NC,"Pasquotank County, NC",2012,10.3
NC,"Pender County, NC",2012,10.7
NC,"Perquimans County, NC",2012,10.7
NC,"Person County, NC",2012,11.3
NC,"Pitt County, NC",2012,9.3
NC,"Polk County, NC",2012,8.7
NC,"Randolph County, NC",2012,10.2
NC,"Richmond County, NC",2012,13.7
NC,"Robeson County, NC",2012,13.6
NC,"Rockingham County, NC",2012,11.5
NC,"Rowan County, NC",2012,11.1
NC,"Rutherford County, NC",2012,13.5
NC,"Sampson County, NC",2012,9.6
NC,"Scotland County, NC",2012,17.5
NC,"Stanly County, NC",2012,10.2
NC,"Stokes County, NC",2012,9.5
NC,"Surry County, NC",2012,9.9
NC,"Swain County, NC",2012,15.0
NC,"Transylvania County, NC",2012,8.9
NC,"Tyrrell County, NC",2012,13.9
NC,"Union County, NC",2012,8.0
NC,"Vance County, NC",2012,13.8
NC,"Wake County, NC",2012,7.3
NC,"Warren County, NC",2012,12.7
NC,"Washington County, NC",2012,15.7
NC,"Watauga County, NC",2012,7.6
NC,"Wayne County, NC",2012,8.7
NC,"Wilkes County, NC",2012,10.6
NC,"Wilson County, NC",2012,13.3
NC,"Yadkin County, NC",2012,9.4
NC,"Yancey County, NC",2012,10.9
ND,North Dakota,2012,2.9
ND,"Adams County, ND",2012,2.7
ND,"Barnes County, ND",2012,3.3
ND,"Benson County, ND",2012,6.7
ND,"Billings County, ND",2012,3.2
ND,"Bottineau County, ND",2012,3.2
ND,"Bowman County, ND",2012,1.8
ND,"Burke County, ND",2012,1.9
ND,"Burleigh County, ND",2012,2.7
ND,"Cass County, ND",2012,2.8
ND,"Cavalier County, ND",2012,3.0
ND,"Dickey County, ND",2012,2.6
ND,"Divide County, ND",2012,1.5
ND,"Dunn County, ND",2012,1.5
ND,"Eddy County, ND",2012,4.9
ND,"Emmons County, ND",2012,5.1
ND,"Foster County, ND",2012,3.0
ND,"Golden Valley County, ND",2012,2.4
ND,"Grand Forks County, ND",2012,3.2
ND,"Grant County, ND",2012,3.0
ND,"Griggs County, ND",2012,2.5
ND,"Hettinger County, ND",2012,2.6
ND,"Kidder County, ND",2012,4.9
ND,"LaMoure County, ND",2012,2.4
ND,"Logan County, ND",2012,2.9
ND,"McHenry County, ND",2012,4.1
ND,"McIntosh County, ND",2012,3.1
ND,"McKenzie County, ND",2012,1.5
ND,"McLean County, ND",2012,4.2
ND,"Mercer County, ND",2012,5.1
ND,"Morton County, ND",2012,3.4
ND,"Mountrail County, ND",2012,1.6
ND,"Nelson County, ND",2012,4.0
ND,"Oliver County, ND",2012,6.4
ND,"Pembina County, ND",2012,6.1
ND,"Pierce County, ND",2012,4.1
ND,"Ramsey County, ND",2012,4.0
ND,"Ransom County, ND",2012,2.9
ND,"Renville County, ND",2012,2.2
ND,"Richland County, ND",2012,3.5
ND,"Rolette County, ND",2012,10.1
ND,"Sargent County, ND",2012,2.5
ND,"Sheridan County, ND",2012,3.5
ND,"Sioux County, ND",2012,4.9
ND,"Slope County, ND",2012,2.1
ND,"Stark County, ND",2012,1.7
ND,"Steele County, ND",2012,2.6
ND,"Stutsman County, ND",2012,3.3
ND,"Towner County, ND",2012,3.2
ND,"Traill County, ND",2012,3.0
ND,"Walsh County, ND",2012,4.7
ND,"Ward County, ND",2012,2.5
ND,"Wells County, ND",2012,3.8
ND,"Williams County, ND",2012,1.1
OH,Ohio,2012,7.4
OH,"Adams County, OH",2012,12.5
OH,"Allen County, OH",2012,7.7
OH,"Ashland County, OH",2012,8.0
OH,"Ashtabula County, OH",2012,9.4
OH,"Athens County, OH",2012,8.5
OH,"Auglaize County, OH",2012,6.2
OH,"Belmont County, OH",2012,8.2
OH,"Brown County, OH",2012,10.0
OH,"Butler County, OH",2012,7.7
OH,"Carroll County, OH",2012,7.9
OH,"Champaign County, OH",2012,7.4
OH,"Clark County, OH",2012,7.8
OH,"Clermont County, OH",2012,7.4
OH,"Clinton County, OH",2012,10.7
OH,"Columbiana County, OH",2012,8.2
OH,"Coshocton County, OH",2012,10.0
OH,"Crawford County, OH",2012,9.0
OH,"Cuyahoga County, OH",2012,6.8
OH,"Darke County, OH",2012,7.2
OH,"Defiance County, OH",2012,7.7
OH,"Delaware County, OH",2012,5.2
OH,"Erie County, OH",2012,8.0
OH,"Fairfield County, OH",2012,6.6
OH,"Fayette County, OH",2012,8.3
OH,"Franklin County, OH",2012,6.4
OH,"Fulton County, OH",2012,7.7
OH,"Gallia County, OH",2012,9.7
OH,"Geauga County, OH",2012,5.4
OH,"Greene County, OH",2012,6.9
OH,"Guernsey County, OH",2012,9.0
OH,"Hamilton County, OH",2012,7.4
OH,"Hancock County, OH",2012,6.4
OH,"Hardin County, OH",2012,7.5
OH,"Harrison County, OH",2012,8.5
OH,"Henry County, OH",2012,8.7
OH,"Highland County, OH",2012,10.4
OH,"Hocking County, OH",2012,8.3
OH,"Holmes County, OH",2012,5.1
OH,"Huron County, OH",2012,9.9
OH,"Jackson County, OH",2012,10.3
OH,"Jefferson County, OH",2012,10.8
OH,"Knox County, OH",2012,6.9
OH,"Lake County, OH",2012,6.0
OH,"Lawrence County, OH",2012,8.5
OH,"Licking County, OH",2012,6.8
OH,"Logan County, OH",2012,7.1
OH,"Lorain County, OH",2012,7.1
OH,"Lucas County, OH",2012,8.3
OH,"Madison County, OH",2012,6.4
OH,"Mahoning County, OH",2012,8.3
OH,"Marion County, OH",2012,7.9
OH,"Medina County, OH",2012,5.5
OH,"Meigs County, OH",2012,11.5
OH,"Mercer County, OH",2012,5.1
OH,"Miami County, OH",2012,7.3
OH,"Monroe County, OH",2012,8.4
OH,"Montgomery County, OH",2012,8.2
OH,"Morgan County, OH",2012,9.9
OH,"Morrow County, OH",2012,8.1
OH,"Muskingum County, OH",2012,9.2
OH,"Noble County, OH",2012,11.0
OH,"Ottawa County, OH",2012,9.5
OH,"Paulding County, OH",2012,7.7
OH,"Perry County, OH",2012,9.8
OH,"Pickaway County, OH",2012,7.4
OH,"Pike County, OH",2012,13.0
OH,"Portage County, OH",2012,7.3
OH,"Preble County, OH",2012,7.7
OH,"Putnam County, OH",2012,5.8
OH,"Richland County, OH",2012,8.7
OH,"Ross County, OH",2012,8.4
OH,"Sandusky County, OH",2012,7.5
OH,"Scioto County, OH",2012,11.3
OH,"Seneca County, OH",2012,8.0
OH,"Shelby County, OH",2012,7.3
OH,"Stark County, OH",2012,7.5
OH,"Summit County, OH",2012,7.5
OH,"Trumbull County, OH",2012,9.0
OH,"Tuscarawas County, OH",2012,7.4
OH,"Union County, OH",2012,5.8
OH,"Van Wert County, OH",2012,7.5
OH,"Vinton County, OH",2012,10.8
OH,"Warren County, OH",2012,6.5
OH,"Washington County, OH",2012,8.6
OH,"Wayne County, OH",2012,6.1
OH,"Williams County, OH",2012,7.9
OH,"Wood County, OH",2012,6.9
OH,"Wyandot County, OH",2012,6.8
OK,Oklahoma,2012,5.1
OK,"Adair County, OK",2012,8.9
OK,"Alfalfa County, OK",2012,2.8
OK,"Atoka County, OK",2012,6.6
OK,"Beaver County, OK",2012,2.9
OK,"Beckham County, OK",2012,2.9
OK,"Blaine County, OK",2012,3.8
OK,"Bryan County, OK",2012,5.2
OK,"Caddo County, OK",2012,5.8
OK,"Canadian County, OK",2012,3.8
OK,"Carter County, OK",2012,5.4
OK,"Cherokee County, OK",2012,6.8
OK,"Choctaw County, OK",2012,8.2
OK,"Cimarron County, OK",2012,3.1
OK,"Cleveland County, OK",2012,4.0
OK,"Coal County, OK",2012,6.9
OK,"Comanche County, OK",2012,5.8
OK,"Cotton County, OK",2012,5.5
OK,"Craig County, OK",2012,5.5
OK,"Creek County, OK",2012,5.8
OK,"Custer County, OK",2012,3.5
OK,"Delaware County, OK",2012,6.4
OK,"Dewey County, OK",2012,3.1
OK,"Ellis County, OK",2012,2.8
OK,"Garfield County, OK",2012,3.9
OK,"Garvin County, OK",2012,4.8
OK,"Grady County, OK",2012,4.6
OK,"Grant County, OK",2012,3.3
OK,"Greer County, OK",2012,5.2
OK,"Harmon County, OK",2012,4.5
OK,"Harper County, OK",2012,3.1
OK,"Haskell County, OK",2012,8.6
OK,"Hughes County, OK",2012,7.8
OK,"Jackson County, OK",2012,5.0
OK,"Jefferson County, OK",2012,4.8
OK,"Johnston County, OK",2012,7.6
OK,"Kay County, OK",2012,6.9
OK,"Kingfisher County, OK",2012,3.2
OK,"Kiowa County, OK",2012,4.6
OK,"Latimer County, OK",2012,8.2
OK,"Le Flore County, OK",2012,8.3
OK,"Lincoln County, OK",2012,4.8
OK,"Logan County, OK",2012,4.2
OK,"Love County, OK",2012,4.1
OK,"McClain County, OK",2012,4.1
OK,"McCurtain County, OK",2012,9.2
OK,"McIntosh County, OK",2012,9.9
OK,"Major County, OK",2012,3.4
OK,"Marshall County, OK",2012,5.6
OK,"Mayes County, OK",2012,5.9
OK,"Murray County, OK",2012,4.5
OK,"Muskogee County, OK",2012,6.5
OK,"Noble County, OK",2012,4.3
OK,"Nowata County, OK",2012,6.6
OK,"Okfuskee County, OK",2012,7.4
OK,"Oklahoma County, OK",2012,4.6
OK,"Okmulgee County, OK",2012,7.7
OK,"Osage County, OK",2012,5.7
OK,"Ottawa County, OK",2012,7.6
OK,"Pawnee County, OK",2012,6.4
OK,"Payne County, OK",2012,4.6
OK,"Pittsburg County, OK",2012,6.8
OK,"Pontotoc County, OK",2012,4.9
OK,"Pottawatomie County, OK",2012,5.1
OK,"Pushmataha County, OK",2012,7.0
OK,"Roger Mills County, OK",2012,2.8
OK,"Rogers County, OK",2012,4.8
OK,"Seminole County, OK",2012,7.6
OK,"Sequoyah County, OK",2012,8.1
OK,"Stephens County, OK",2012,4.8
OK,"Texas County, OK",2012,4.0
OK,"Tillman County, OK",2012,4.7
OK,"Tulsa County, OK",2012,5.0
OK,"Wagoner County, OK",2012,5.0
OK,"Washington County, OK",2012,4.7
OK,"Washita County, OK",2012,3.9
OK,"Woods County, OK",2012,2.7
OK,"Woodward County, OK",2012,3.4
OR,Oregon,2012,8.8
OR,"Baker County, OR",2012,10.5
OR,"Benton County, OR",2012,6.0
OR,"Clackamas County, OR",2012,8.0
OR,"Clatsop County, OR",2012,8.7
OR,"Columbia County, OR",2012,10.7
OR,"Coos County, OR",2012,11.1
OR,"Crook County, OR",2012,13.5
OR,"Curry County, OR",2012,11.8
OR,"Deschutes County, OR",2012,11.2
OR,"Douglas County, OR",2012,11.9
OR,"Gilliam County, OR",2012,10.1
OR,"Grant County, OR",2012,14.0
OR,"Harney County, OR",2012,11.8
OR,"Hood River County, OR",2012,7.2
OR,"Jackson County, OR",2012,11.1
OR,"Jefferson County, OR",2012,11.8
OR,"Josephine County, OR",2012,12.1
OR,"Klamath County, OR",2012,11.7
OR,"Lake County, OR",2012,12.9
OR,"Lane County, OR",2012,8.9
OR,"Lincoln County, OR",2012,9.9
OR,"Linn County, OR",2012,10.7
OR,"Malheur County, OR",2012,9.4
OR,"Marion County, OR",2012,10.0
OR,"Morrow County, OR",2012,8.1
OR,"Multnomah County, OR",2012,7.6
OR,"Polk County, OR",2012,8.9
OR,"Sherman County, OR",2012,10.8
OR,"Tillamook County, OR",2012,9.7
OR,"Umatilla County, OR",2012,9.1
OR,"Union County, OR",2012,9.4
OR,"Wallowa County, OR",2012,11.5
OR,"Wasco County, OR",2012,8.4
OR,"Washington County, OR",2012,7.1
OR,"Wheeler County, OR",2012,6.9
OR,"Yamhill County, OR",2012,8.5
PA,Pennsylvania,2012,7.7
PA,"Adams County, PA",2012,6.3
PA,"Allegheny County, PA",2012,6.8
PA,"Armstrong County, PA",2012,7.9
PA,"Beaver County, PA",2012,7.4
PA,"Bedford County, PA",2012,8.4
PA,"Berks County, PA",2012,7.5
PA,"Blair County, PA",2012,7.3
PA,"Bradford County, PA",2012,6.7
PA,"Bucks County, PA",2012,7.0
PA,"Butler County, PA",2012,6.3
PA,"Cambria County, PA",2012,8.6
PA,"Cameron County, PA",2012,10.0
PA,"Carbon County, PA",2012,9.8
PA,"Centre County, PA",2012,5.4
PA,"Chester County, PA",2012,5.5
PA,"Clarion County, PA",2012,8.8
PA,"Clearfield County, PA",2012,9.2
PA,"Clinton County, PA",2012,8.6
PA,"Columbia County, PA",2012,8.2
PA,"Crawford County, PA",2012,7.5
PA,"Cumberland County, PA",2012,6.0
PA,"Dauphin County, PA",2012,7.3
PA,"Delaware County, PA",2012,7.5
PA,"Elk County, PA",2012,6.8
PA,"Erie County, PA",2012,7.6
PA,"Fayette County, PA",2012,9.7
PA,"Forest County, PA",2012,9.6
PA,"Franklin County, PA",2012,6.9
PA,"Fulton County, PA",2012,9.0
PA,"Greene County, PA",2012,7.1
PA,"Huntingdon County, PA",2012,9.7
PA,"Indiana County, PA",2012,7.9
PA,"Jefferson County, PA",2012,8.1
PA,"Juniata County, PA",2012,7.1
PA,"Lackawanna County, PA",2012,8.6
PA,"Lancaster County, PA",2012,6.4
PA,"Lawrence County, PA",2012,7.7
PA,"Lebanon County, PA",2012,6.5
PA,"Lehigh County, PA",2012,8.3
PA,"Luzerne County, PA",2012,9.6
PA,"Lycoming County, PA",2012,7.7
PA,"McKean County, PA",2012,8.2
PA,"Mercer County, PA",2012,7.4
PA,"Mifflin County, PA",2012,8.5
PA,"Monroe County, PA",2012,9.6
PA,"Montgomery County, PA",2012,6.2
PA,"Montour County, PA",2012,5.7
PA,"Northampton County, PA",2012,7.9
PA,"Northumberland County, PA",2012,8.9
PA,"Perry County, PA",2012,7.1
PA,"Philadelphia County/city, PA",2012,10.6
PA,"Pike County, PA",2012,9.9
PA,"Potter County, PA",2012,8.9
PA,"Schuylkill County, PA",2012,9.5
PA,"Snyder County, PA",2012,7.4
PA,"Somerset County, PA",2012,8.7
PA,"Sullivan County, PA",2012,7.7
PA,"Susquehanna County, PA",2012,7.4
PA,"Tioga County, PA",2012,7.5
PA,"Union County, PA",2012,6.3
PA,"Venango County, PA",2012,7.5
PA,"Warren County, PA",2012,6.7
PA,"Washington County, PA",2012,7.0
PA,"Wayne County, PA",2012,7.9
PA,"Westmoreland County, PA",2012,7.2
PA,"Wyoming County, PA",2012,8.8
PA,"York County, PA",2012,7.3
RI,Rhode Island,2012,10.2
RI,"Bristol County, RI",2012,8.8
RI,"Kent County, RI",2012,9.8
RI,"Newport County, RI",2012,9.1
RI,"Providence County, RI",2012,10.8
RI,"Washington County, RI",2012,9.5
SC,South Carolina,2012,9.0
SC,"Abbeville County, SC",2012,10.4
SC,"Aiken County, SC",2012,8.4
SC,"Allendale County, SC",2012,16.6
SC,"Anderson County, SC",2012,8.7
SC,"Bamberg County, SC",2012,15.6
SC,"Barnwell County, SC",2012,13.6
SC,"Beaufort County, SC",2012,7.4
SC,"Berkeley County, SC",2012,8.2
SC,"Calhoun County, SC",2012,11.0
SC,"Charleston County, SC",2012,7.0
SC,"Cherokee County, SC",2012,12.6
SC,"Chester County, SC",2012,14.5
SC,"Chesterfield County, SC",2012,11.1
SC,"Clarendon County, SC",2012,12.6
SC,"Colleton County, SC",2012,11.8
SC,"Darlington County, SC",2012,10.8
SC,"Dillon County, SC",2012,13.8
SC,"Dorchester County, SC",2012,7.7
SC,"Edgefield County, SC",2012,9.2
SC,"Fairfield County, SC",2012,12.8
SC,"Florence County, SC",2012,9.4
SC,"Georgetown County, SC",2012,11.7
SC,"Greenville County, SC",2012,7.3
SC,"Greenwood County, SC",2012,9.9
SC,"Hampton County, SC",2012,10.9
SC,"Horry County, SC",2012,10.1
SC,"Jasper County, SC",2012,8.3
SC,"Kershaw County, SC",2012,9.3
SC,"Lancaster County, SC",2012,11.0
SC,"Laurens County, SC",2012,10.1
SC,"Lee County, SC",2012,13.8
SC,"Lexington County, SC",2012,6.8
SC,"McCormick County, SC",2012,11.5
SC,"Marion County, SC",2012,15.6
SC,"Marlboro County, SC",2012,17.2
SC,"Newberry County, SC",2012,8.6
SC,"Oconee County, SC",2012,8.6
SC,"Orangeburg County, SC",2012,14.0
SC,"Pickens County, SC",2012,8.8
SC,"Richland County, SC",2012,8.0
SC,"Saluda County, SC",2012,8.3
SC,"Spartanburg County, SC",2012,9.2
SC,"Sumter County, SC",2012,10.4
SC,"Union County, SC",2012,13.4
SC,"Williamsburg County, SC",2012,15.5
SC,"York County, SC",2012,9.1
SD,South Dakota,2012,4.1
SD,"Aurora County, SD",2012,2.8
SD,"Beadle County, SD",2012,3.3
SD,"Bennett County, SD",2012,6.4
SD,"Bon Homme County, SD",2012,3.7
SD,"Brookings County, SD",2012,3.7
SD,"Brown County, SD",2012,3.4
SD,"Brule County, SD",2012,3.4
SD,"Buffalo County, SD",2012,9.2
SD,"Butte County, SD",2012,4.4
SD,"Campbell County, SD",2012,3.4
SD,"Charles Mix County, SD",2012,4.7
SD,"Clark County, SD",2012,4.1
SD,"Clay County, SD",2012,3.6
SD,"Codington County, SD",2012,3.7
SD,"Corson County, SD",2012,7.6
SD,"Custer County, SD",2012,5.1
SD,"Davison County, SD",2012,3.2
SD,"Day County, SD",2012,5.5
SD,"Deuel County, SD",2012,5.6
SD,"Dewey County, SD",2012,15.3
SD,"Douglas County, SD",2012,3.2
SD,"Edmunds County, SD",2012,2.8
SD,"Fall River County, SD",2012,5.4
SD,"Faulk County, SD",2012,3.8
SD,"Grant County, SD",2012,4.2
SD,"Gregory County, SD",2012,4.1
SD,"Haakon County, SD",2012,3.0
SD,"Hamlin County, SD",2012,3.7
SD,"Hand County, SD",2012,2.9
SD,"Hanson County, SD",2012,4.4
SD,"Harding County, SD",2012,3.4
SD,"Hughes County, SD",2012,3.1
SD,"Hutchinson County, SD",2012,3.3
SD,"Hyde County, SD",2012,3.4
SD,"Jackson County, SD",2012,6.7
SD,"Jerauld County, SD",2012,2.9
SD,"Jones County, SD",2012,3.6
SD,"Kingsbury County, SD",2012,3.4
SD,"Lake County, SD",2012,4.0
SD,"Lawrence County, SD",2012,4.3
SD,"Lincoln County, SD",2012,3.1
SD,"Lyman County, SD",2012,5.6
SD,"McCook County, SD",2012,3.6
SD,"McPherson County, SD",2012,4.4
SD,"Marshall County, SD",2012,4.5
SD,"Meade County, SD",2012,4.2
SD,"Mellette County, SD",2012,7.4
SD,"Miner County, SD",2012,3.4
SD,"Minnehaha County, SD",2012,3.8
SD,"Moody County, SD",2012,5.2
SD,"Oglala Lakota County, SD",2012,13.5
SD,"Pennington County, SD",2012,4.2
SD,"Perkins County, SD",2012,3.8
SD,"Potter County, SD",2012,3.8
SD,"Roberts County, SD",2012,5.4
SD,"Sanborn County, SD",2012,3.3
SD,"Spink County, SD",2012,3.9
SD,"Stanley County, SD",2012,2.9
SD,"Sully County, SD",2012,2.9
SD,"Todd County, SD",2012,9.2
SD,"Tripp County, SD",2012,3.5
SD,"Turner County, SD",2012,3.3
SD,"Union County, SD",2012,4.5
SD,"Walworth County, SD",2012,5.8
SD,"Yankton County, SD",2012,3.5
SD,"Ziebach County, SD",2012,6.6
TN,Tennessee,2012,8.0
TN,"Anderson County, TN",2012,8.1
TN,"Bedford County, TN",2012,9.9
TN,"Benton County, TN",2012,10.0
TN,"Bledsoe County, TN",2012,10.6
TN,"Blount County, TN",2012,7.2
TN,"Bradley County, TN",2012,7.5
TN,"Campbell County, TN",2012,11.2
TN,"Cannon County, TN",2012,8.6
TN,"Carroll County, TN",2012,11.1
TN,"Carter County, TN",2012,9.1
TN,"Cheatham County, TN",2012,7.3
TN,"Chester County, TN",2012,8.0
TN,"Claiborne County, TN",2012,10.0
TN,"Clay County, TN",2012,10.2
TN,"Cocke County, TN",2012,11.7
TN,"Coffee County, TN",2012,8.4
TN,"Crockett County, TN",2012,9.3
TN,"Cumberland County, TN",2012,9.2
TN,"Davidson County, TN",2012,6.3
TN,"Decatur County, TN",2012,10.5
TN,"DeKalb County, TN",2012,9.8
TN,"Dickson County, TN",2012,8.5
TN,"Dyer County, TN",2012,11.2
TN,"Fayette County, TN",2012,8.6
TN,"Fentress County, TN",2012,9.9
TN,"Franklin County, TN",2012,7.9
TN,"Gibson County, TN",2012,10.5
TN,"Giles County, TN",2012,8.6
TN,"Grainger County, TN",2012,10.5
TN,"Greene County, TN",2012,10.3
TN,"Grundy County, TN",2012,10.2
TN,"Hamblen County, TN",2012,9.6
TN,"Hamilton County, TN",2012,7.0
TN,"Hancock County, TN",2012,12.0
TN,"Hardeman County, TN",2012,11.1
TN,"Hardin County, TN",2012,10.2
TN,"Hawkins County, TN",2012,9.0
TN,"Haywood County, TN",2012,11.7
TN,"Henderson County, TN",2012,9.8
TN,"Henry County, TN",2012,9.6
TN,"Hickman County, TN",2012,9.0
TN,"Houston County, TN",2012,11.4
TN,"Humphreys County, TN",2012,9.7
TN,"Jackson County, TN",2012,10.6
TN,"Jefferson County, TN",2012,9.5
TN,"Johnson County, TN",2012,9.6
TN,"Knox County, TN",2012,6.2
TN,"Lake County, TN",2012,10.6
