fips,jail_pop,urbanicity,year
42123,104.29,1.0,2015
42125,390.0,3.0,2015
42127,127.0,1.0,2015
42129,597.0,3.0,2015
42131,70.0,2.0,2015
42133,2162.0,2.0,2015
44001,,3.0,2015
44003,,3.0,2015
44005,,3.0,2015
44007,,4.0,2015
44009,,3.0,2015
45001,75.0,1.0,2015
45003,325.0,2.0,2015
45005,37.0,1.0,2015
45007,473.0,2.0,2015
45009,32.0,1.0,2015
45011,68.0,1.0,2015
45013,200.0,2.0,2015
45015,313.0,2.0,2015
45017,32.56,2.0,2015
45019,1148.0,2.0,2015
45021,182.0,1.0,2015
45023,46.0,3.0,2015
45025,80.0,1.0,2015
45027,57.0,1.0,2015
45029,139.0,1.0,2015
45031,162.0,2.0,2015
45033,100.0,1.0,2015
45035,187.0,2.0,2015
45037,51.0,2.0,2015
45039,70.0,2.0,2015
45041,317.0,2.0,2015
45043,201.0,1.0,2015
45045,1380.0,2.0,2015
45047,204.0,1.0,2015
45049,36.0,1.0,2015
45051,616.0,2.0,2015
45053,75.0,2.0,2015
45055,146.0,2.0,2015
45057,125.0,3.0,2015
45059,213.0,2.0,2015
45061,40.22,1.0,2015
45063,800.0,2.0,2015
45065,19.0,1.0,2015
45067,90.0,1.0,2015
45069,61.0,1.0,2015
45071,85.0,1.0,2015
45073,154.0,1.0,2015
45075,198.44,1.0,2015
45077,271.0,2.0,2015
45079,869.0,2.0,2015
45081,48.0,2.0,2015
45083,727.0,2.0,2015
45085,236.78,2.0,2015
45087,90.0,2.0,2015
45089,102.0,1.0,2015
45091,465.0,3.0,2015
46003,,1.0,2015
46005,24.0,1.0,2015
46007,,1.0,2015
46009,2.0,1.0,2015
46011,20.0,1.0,2015
46013,40.41,1.0,2015
46015,17.0,1.0,2015
46017,,1.0,2015
46019,15.75,1.0,2015
46021,2.17,1.0,2015
46023,31.98,1.0,2015
46025,4.78,1.0,2015
46027,9.44,1.0,2015
46029,39.79,1.0,2015
46031,1.0,1.0,2015
46033,,2.0,2015
46035,38.5,1.0,2015
46037,5.0,1.0,2015
46039,5.8,1.0,2015
46041,1.0,1.0,2015
46043,10.02,1.0,2015
46045,3.0,1.0,2015
46047,18.0,1.0,2015
46049,2.48,1.0,2015
46051,6.0,1.0,2015
46053,,1.0,2015
46055,8.18,1.0,2015
46057,7.62,1.0,2015
46059,,1.0,2015
46061,,1.0,2015
46063,,1.0,2015
46065,120.79,1.0,2015
46067,,1.0,2015
46069,1.52,1.0,2015
46071,,1.0,2015
46073,,1.0,2015
46075,,1.0,2015
46077,,1.0,2015
46079,14.0,1.0,2015
46081,31.0,1.0,2015
46083,82.53,2.0,2015
46085,,1.0,2015
46087,,2.0,2015
46089,,1.0,2015
46091,3.0,1.0,2015
46093,44.72,2.0,2015
46095,8.96,1.0,2015
46097,,1.0,2015
46099,297.47,2.0,2015
46101,,1.0,2015
46102,,1.0,2015
46103,518.0,2.0,2015
46105,4.54,1.0,2015
46107,,1.0,2015
46109,45.0,1.0,2015
46111,,1.0,2015
46115,6.59,1.0,2015
46117,,1.0,2015
46119,9.21,1.0,2015
46121,43.58,1.0,2015
46123,24.28,1.0,2015
46125,4.56,2.0,2015
46127,28.0,2.0,2015
46129,7.95,1.0,2015
46135,,1.0,2015
46137,70.0,1.0,2015
47001,317.0,2.0,2015
47003,235.0,1.0,2015
47005,88.0,1.0,2015
47007,94.0,1.0,2015
47009,521.0,2.0,2015
47011,477.0,2.0,2015
47013,140.0,2.0,2015
47015,54.0,3.0,2015
47017,137.0,1.0,2015
47019,175.0,2.0,2015
47021,112.0,3.0,2015
47023,64.0,2.0,2015
47025,241.0,1.0,2015
47027,25.0,1.0,2015
47029,139.0,1.0,2015
47031,305.0,1.0,2015
47033,62.0,2.0,2015
47035,223.0,1.0,2015
47037,2588.0,4.0,2015
47039,45.0,1.0,2015
47041,106.0,1.0,2015
47043,256.0,3.0,2015
47045,196.0,1.0,2015
47047,147.0,3.0,2015
47049,53.0,1.0,2015
47051,133.0,1.0,2015
47053,190.0,1.0,2015
47055,154.0,1.0,2015
47057,88.0,2.0,2015
47059,390.0,1.0,2015
47061,57.0,1.0,2015
47063,320.0,2.0,2015
47065,1442.0,2.0,2015
47067,94.0,1.0,2015
47069,148.0,1.0,2015
47071,121.0,1.0,2015
47073,233.0,2.0,2015
47075,122.0,1.0,2015
47077,185.0,1.0,2015
47079,170.0,1.0,2015
47081,105.0,3.0,2015
47083,30.0,1.0,2015
47085,52.0,1.0,2015
47087,108.0,1.0,2015
47089,259.0,2.0,2015
47091,135.0,1.0,2015
47093,1157.0,2.0,2015
47095,49.0,1.0,2015
47097,129.0,1.0,2015
47099,309.0,1.0,2015
47101,40.0,1.0,2015
47103,118.0,1.0,2015
47105,126.0,2.0,2015
47107,312.0,1.0,2015
47109,81.0,1.0,2015
47111,138.0,3.0,2015
47113,451.0,2.0,2015
47115,131.0,2.0,2015
47117,170.0,1.0,2015
47119,358.0,3.0,2015
47121,69.0,1.0,2015
47123,193.0,1.0,2015
47125,455.0,2.0,2015
47127,23.0,1.0,2015
47129,57.0,2.0,2015
47131,139.0,1.0,2015
47133,144.0,1.0,2015
47135,40.0,1.0,2015
47137,10.0,1.0,2015
47139,125.0,2.0,2015
47141,288.0,1.0,2015
47143,147.0,1.0,2015
47145,182.0,2.0,2015
47147,552.0,3.0,2015
47149,1129.0,3.0,2015
47151,120.0,1.0,2015
47153,115.0,2.0,2015
47155,479.0,1.0,2015
47157,4408.0,4.0,2015
47159,119.0,3.0,2015
47161,21.0,1.0,2015
47163,783.0,2.0,2015
47165,662.0,3.0,2015
47167,560.0,3.0,2015
47169,39.0,3.0,2015
47171,93.0,2.0,2015
47173,87.0,2.0,2015
47175,35.0,1.0,2015
47177,274.0,1.0,2015
47179,654.0,2.0,2015
47181,127.0,1.0,2015
47183,104.0,1.0,2015
47185,195.0,1.0,2015
47187,357.0,3.0,2015
47189,320.0,3.0,2015
48001,178.0,1.0,2015
48003,22.0,1.0,2015
48005,216.0,1.0,2015
48007,195.0,2.0,2015
48009,18.9,2.0,2015
48011,3.0,2.0,2015
48013,114.0,3.0,2015
48015,50.0,3.0,2015
48017,41.0,1.0,2015
48019,54.0,3.0,2015
48021,245.0,3.0,2015
48023,7.1,1.0,2015
48025,98.0,1.0,2015
48027,667.0,2.0,2015
48029,3257.0,4.0,2015
48031,24.0,1.0,2015
48033,1.54,1.0,2015
48035,29.0,1.0,2015
48037,685.0,2.0,2015
48039,818.0,3.0,2015
48041,598.0,2.0,2015
48043,41.0,1.0,2015
48045,,1.0,2015
48047,593.0,1.0,2015
48049,170.0,1.0,2015
48051,62.0,2.0,2015
48053,180.0,1.0,2015
48055,204.0,3.0,2015
48057,56.0,1.0,2015
48059,6.0,2.0,2015
48061,1247.0,2.0,2015
48063,26.0,1.0,2015
48065,25.0,2.0,2015
48067,86.0,1.0,2015
48069,18.0,1.0,2015
48071,98.0,3.0,2015
48073,130.0,1.0,2015
48075,57.0,1.0,2015
48077,20.0,2.0,2015
48079,3.0,1.0,2015
48081,,1.0,2015
48083,7.0,1.0,2015
48085,934.0,4.0,2015
48087,10.0,1.0,2015
48089,48.0,1.0,2015
48091,282.0,3.0,2015
48093,25.0,1.0,2015
48095,13.83,1.0,2015
48097,70.0,1.0,2015
48099,77.0,2.0,2015
48101,,1.0,2015
48103,12.0,1.0,2015
48105,30.0,1.0,2015
48107,8.0,2.0,2015
48109,10.0,1.0,2015
48111,17.96,1.0,2015
48113,5841.0,4.0,2015
48115,39.0,1.0,2015
48117,73.0,1.0,2015
48119,17.0,1.0,2015
48121,1053.0,3.0,2015
48123,115.0,1.0,2015
48125,369.01,1.0,2015
48127,66.0,1.0,2015
48129,5.0,1.0,2015
48131,28.0,1.0,2015
48133,80.0,1.0,2015
48135,662.0,2.0,2015
48137,8.0,1.0,2015
48139,456.0,3.0,2015
48141,2137.0,2.0,2015
48143,72.0,1.0,2015
48145,37.0,2.0,2015
48147,420.0,1.0,2015
48149,27.0,1.0,2015
48151,7.0,1.0,2015
48153,,1.0,2015
48155,,1.0,2015
48157,909.0,3.0,2015
48159,34.0,1.0,2015
48161,56.0,1.0,2015
48163,348.0,1.0,2015
48165,21.0,1.0,2015
48167,931.0,3.0,2015
48169,65.24,1.0,2015
48171,10.0,1.0,2015
48173,1.0,1.0,2015
48175,30.0,2.0,2015
48177,93.0,1.0,2015
48179,56.0,1.0,2015
48181,379.0,2.0,2015
48183,624.0,2.0,2015
48185,72.0,1.0,2015
48187,459.0,3.0,2015
48189,95.0,1.0,2015
48191,5.0,1.0,2015
48193,12.0,1.0,2015
48195,3.0,1.0,2015
48197,8.0,1.0,2015
48199,155.0,2.0,2015
48201,8964.0,4.0,2015
48203,250.0,1.0,2015
48205,15.04,1.0,2015
48207,386.47,1.0,2015
48209,310.0,3.0,2015
48211,4.91,1.0,2015
48213,280.0,1.0,2015
48215,1100.0,2.0,2015
48217,139.0,1.0,2015
48219,75.0,1.0,2015
48221,142.0,3.0,2015
48223,94.0,1.0,2015
48225,92.0,1.0,2015
48227,58.0,1.0,2015
48229,107.0,2.0,2015
48231,347.0,3.0,2015
48233,60.0,1.0,2015
48235,5.02,2.0,2015
48237,15.0,1.0,2015
48239,66.0,1.0,2015
48241,94.0,1.0,2015
48243,,1.0,2015
48245,973.0,2.0,2015
48247,11.0,1.0,2015
48249,61.0,1.0,2015
48251,722.0,3.0,2015
48253,35.0,2.0,2015
48255,10.0,1.0,2015
48257,408.0,3.0,2015
48259,53.0,3.0,2015
48261,1.19,1.0,2015
48263,5.76,1.0,2015
48265,154.0,1.0,2015
48267,11.0,1.0,2015
48269,45.99,1.0,2015
48271,28.0,1.0,2015
48273,96.81,1.0,2015
48275,8.0,1.0,2015
48277,152.0,1.0,2015
48279,43.0,1.0,2015
48281,27.0,2.0,2015
48283,,1.0,2015
48285,29.0,1.0,2015
48287,44.0,1.0,2015
48289,30.0,1.0,2015
48291,212.0,3.0,2015
48293,839.0,1.0,2015
48295,3.0,1.0,2015
48297,45.94,1.0,2015
48299,40.0,1.0,2015
48301,1.15,1.0,2015
48303,1172.0,2.0,2015
48305,15.0,2.0,2015
48307,21.0,1.0,2015
48309,1253.0,2.0,2015
48311,3.06,1.0,2015
48313,36.0,1.0,2015
48315,33.0,1.0,2015
48317,7.0,2.0,2015
48319,2.0,1.0,2015
48321,96.0,1.0,2015
48323,102.0,1.0,2015
48325,78.0,3.0,2015
48327,5.0,1.0,2015
48329,402.0,2.0,2015
48331,105.0,1.0,2015
48333,4.0,1.0,2015
48335,16.0,1.0,2015
48337,65.0,1.0,2015
48339,1073.0,3.0,2015
48341,39.0,1.0,2015
48343,27.0,1.0,2015
48345,,1.0,2015
48347,233.0,1.0,2015
48349,211.0,1.0,2015
48351,579.0,2.0,2015
48353,43.0,1.0,2015
48355,989.0,2.0,2015
48357,25.0,1.0,2015
48359,4.0,2.0,2015
48361,181.0,2.0,2015
48363,97.0,1.0,2015
48365,55.0,1.0,2015
48367,425.0,3.0,2015
48369,32.0,1.0,2015
48371,27.0,1.0,2015
48373,490.0,1.0,2015
48375,542.0,2.0,2015
48377,73.0,1.0,2015
48379,22.0,1.0,2015
48381,364.0,2.0,2015
48383,78.0,1.0,2015
48385,,1.0,2015
48387,31.0,1.0,2015
48389,61.0,1.0,2015
48391,38.0,1.0,2015
48393,1.09,1.0,2015
48395,28.0,2.0,2015
48397,180.0,3.0,2015
48399,28.17,1.0,2015
48401,89.0,2.0,2015
48403,14.0,1.0,2015
48405,20.0,1.0,2015
48407,61.0,1.0,2015
48409,221.0,2.0,2015
48411,5.0,1.0,2015
48413,9.0,1.0,2015
48415,45.46,1.0,2015
48417,16.0,1.0,2015
48419,55.0,1.0,2015
48421,2.0,1.0,2015
48423,664.0,2.0,2015
48425,40.0,3.0,2015
48427,205.0,1.0,2015
48429,33.0,1.0,2015
48431,2.5,1.0,2015
48433,2.0,1.0,2015
48435,7.0,1.0,2015
48437,12.0,1.0,2015
48439,3283.0,4.0,2015
48441,547.0,2.0,2015
48443,2.0,1.0,2015
48445,77.0,1.0,2015
48447,89.53,1.0,2015
48449,119.0,1.0,2015
48451,399.98,2.0,2015
48453,2468.0,4.0,2015
48455,7.0,1.0,2015
48457,34.0,1.0,2015
48459,200.0,2.0,2015
48461,47.0,1.0,2015
48463,129.0,1.0,2015
48465,1223.0,1.0,2015
48467,158.0,1.0,2015
48469,377.0,2.0,2015
48471,63.0,1.0,2015
48473,85.0,3.0,2015
48475,22.0,1.0,2015
48477,84.0,1.0,2015
48479,544.0,2.0,2015
48481,130.0,1.0,2015
48483,3.0,1.0,2015
48485,485.0,2.0,2015
48487,30.0,1.0,2015
48489,62.0,1.0,2015
48491,650.0,3.0,2015
48493,117.0,3.0,2015
48495,88.85,1.0,2015
48497,182.0,3.0,2015
48499,119.0,1.0,2015
48501,15.0,1.0,2015
48503,80.0,1.0,2015
48505,156.0,1.0,2015
48507,64.0,1.0,2015
49001,363.0,1.0,2015
49003,142.0,2.0,2015
49005,258.0,2.0,2015
49007,98.0,1.0,2015
49009,77.0,1.0,2015
49011,696.0,2.0,2015
49013,172.0,1.0,2015
49015,30.0,1.0,2015
49017,105.0,1.0,2015
49019,35.0,1.0,2015
49021,169.0,1.0,2015
49023,38.0,2.0,2015
49025,164.0,1.0,2015
49027,75.0,1.0,2015
49029,35.67,2.0,2015
49031,6.8,1.0,2015
49033,1.0,1.0,2015
49035,1996.0,4.0,2015
49037,92.0,1.0,2015
49039,111.0,1.0,2015
49041,104.2,1.0,2015
49043,74.0,1.0,2015
49045,136.0,3.0,2015
49047,183.0,1.0,2015
49049,894.0,2.0,2015
49051,84.0,1.0,2015
49053,441.0,2.0,2015
49055,,1.0,2015
49057,853.33,2.0,2015
50001,,1.0,2015
50003,,1.0,2015
50005,,1.0,2015
50007,,2.0,2015
50009,,1.0,2015
50011,,2.0,2015
50013,,2.0,2015
50015,,1.0,2015
50017,,1.0,2015
50019,,1.0,2015
50021,,1.0,2015
50023,,1.0,2015
50025,,1.0,2015
50027,,1.0,2015
51001,97.0,1.0,2015
51003,388.17,2.0,2015
51005,75.73,1.0,2015
51007,99.41,3.0,2015
51009,134.06,2.0,2015
51011,63.84,2.0,2015
51013,420.5,4.0,2015
51015,153.08,2.0,2015
51017,22.27,1.0,2015
51019,323.47,2.0,2015
51021,33.03,1.0,2015
51023,83.07,2.0,2015
51025,137.08,1.0,2015
51027,210.53,1.0,2015
51029,,2.0,2015
51031,235.39,2.0,2015
51033,251.0,3.0,2015
51035,142.46,1.0,2015
51036,138.86,3.0,2015
51037,69.0,1.0,2015
51041,329.0,3.0,2015
51043,53.07,3.0,2015
51045,12.93,2.0,2015
51047,75.0,3.0,2015
51049,74.16,1.0,2015
51051,136.34,1.0,2015
51053,229.91,3.0,2015
51057,67.38,1.0,2015
51059,1053.0,3.0,2015
51061,260.19,3.0,2015
51063,74.55,2.0,2015
51065,75.3,2.0,2015
51067,353.72,2.0,2015
51069,314.78,2.0,2015
51071,80.79,2.0,2015
51073,93.0,3.0,2015
51075,60.65,3.0,2015
51077,78.45,1.0,2015
51079,54.84,2.0,2015
51081,93.21,1.0,2015
51083,139.06,1.0,2015
51085,451.0,3.0,2015
51087,905.68,3.0,2015
51089,172.0,1.0,2015
51091,4.1,1.0,2015
51093,182.18,3.0,2015
51095,184.1,3.0,2015
51097,43.84,1.0,2015
51099,119.49,1.0,2015
51101,,3.0,2015
51103,29.0,1.0,2015
51105,226.9,1.0,2015
51107,373.0,3.0,2015
51109,100.06,1.0,2015
51111,95.69,1.0,2015
51113,36.57,1.0,2015
51115,49.53,3.0,2015
51117,228.01,1.0,2015
51119,59.25,1.0,2015
51121,90.0,2.0,2015
51125,52.03,2.0,2015
51127,57.67,3.0,2015
51131,99.0,1.0,2015
51133,88.86,1.0,2015
51135,123.96,1.0,2015
51137,98.23,1.0,2015
51139,83.0,1.0,2015
51141,74.0,1.0,2015
51143,111.0,1.0,2015
51145,,3.0,2015
51147,201.78,1.0,2015
51149,,3.0,2015
51153,814.61,3.0,2015
51155,169.1,2.0,2015
51157,37.02,3.0,2015
51159,80.44,1.0,2015
51161,596.28,2.0,2015
51163,139.82,1.0,2015
51165,310.0,2.0,2015
51167,253.94,1.0,2015
51169,196.74,2.0,2015
51171,217.68,1.0,2015
51173,280.4,1.0,2015
51175,107.0,1.0,2015
51177,609.88,3.0,2015
51179,687.35,3.0,2015
51181,132.4,1.0,2015
51183,56.0,3.0,2015
51185,388.59,1.0,2015
51187,210.31,3.0,2015
51191,490.22,2.0,2015
51193,147.71,1.0,2015
51195,376.32,1.0,2015
51197,142.1,1.0,2015
51199,186.86,3.0,2015
51510,409.0,4.0,2015
51520,153.0,2.0,2015
51530,43.37,1.0,2015
51540,,2.0,2015
51550,901.0,3.0,2015
51570,323.83,3.0,2015
51580,19.79,1.0,2015
51590,398.0,1.0,2015
51595,36.79,1.0,2015
51600,,3.0,2015
51610,22.5,3.0,2015
51620,39.15,1.0,2015
51630,141.78,3.0,2015
51640,31.66,1.0,2015
51650,366.0,3.0,2015
51660,,2.0,2015
51670,421.45,3.0,2015
51678,55.81,1.0,2015
51680,363.18,2.0,2015
51683,75.49,3.0,2015
51685,29.91,3.0,2015
51690,83.0,1.0,2015
51700,664.0,3.0,2015
51710,1172.0,4.0,2015
51720,37.03,1.0,2015
51730,638.45,3.0,2015
51735,32.68,3.0,2015
51740,1333.0,3.0,2015
51750,107.87,2.0,2015
51760,1078.0,4.0,2015
51770,620.0,2.0,2015
51775,,2.0,2015
51790,745.0,2.0,2015
51800,449.66,3.0,2015
51810,1380.0,4.0,2015
51820,42.81,2.0,2015
51830,47.36,3.0,2015
51840,104.96,2.0,2015
53001,27.0,1.0,2015
53003,50.0,2.0,2015
53005,558.0,2.0,2015
53007,238.67,2.0,2015
53009,164.0,1.0,2015
53011,734.0,3.0,2015
53013,7.0,2.0,2015
53015,263.0,2.0,2015
53017,127.82,2.0,2015
53019,30.0,1.0,2015
53021,183.0,2.0,2015
53023,7.0,1.0,2015
53025,215.0,1.0,2015
53027,177.0,1.0,2015
53029,51.17,1.0,2015
53031,48.0,1.0,2015
53033,2986.5,4.0,2015
53035,385.0,2.0,2015
53037,99.0,1.0,2015
53039,38.0,1.0,2015
53041,203.0,1.0,2015
53043,22.0,1.0,2015
53045,117.0,1.0,2015
53047,85.51,1.0,2015
53049,40.0,1.0,2015
53051,30.0,2.0,2015
53053,1191.0,3.0,2015
53055,9.83,1.0,2015
53057,205.0,2.0,2015
53059,28.0,3.0,2015
53061,1092.0,3.0,2015
53063,910.0,2.0,2015
53065,40.0,2.0,2015
53067,415.0,2.0,2015
53069,10.0,1.0,2015
53071,73.0,2.0,2015
53073,411.0,2.0,2015
53075,34.0,1.0,2015
53077,985.0,2.0,2015
54001,56.58,1.0,2015
54003,243.22,2.0,2015
54005,113.24,2.0,2015
54007,46.91,1.0,2015
54009,47.37,2.0,2015
54011,238.89,2.0,2015
54013,23.98,1.0,2015
54015,28.64,2.0,2015
54017,15.09,1.0,2015
54019,99.39,2.0,2015
54021,31.31,1.0,2015
54023,33.71,1.0,2015
54025,77.39,1.0,2015
54027,69.75,2.0,2015
54029,60.24,2.0,2015
54031,40.93,1.0,2015
54033,112.13,1.0,2015
54035,58.74,1.0,2015
54037,122.2,3.0,2015
54039,387.26,2.0,2015
54041,53.69,1.0,2015
54043,50.77,2.0,2015
54045,169.47,1.0,2015
54047,114.0,1.0,2015
54049,94.12,1.0,2015
54051,65.24,2.0,2015
54053,64.41,1.0,2015
54055,133.88,1.0,2015
54057,81.58,2.0,2015
54059,124.28,1.0,2015
54061,200.8,2.0,2015
54063,28.49,1.0,2015
54065,36.58,1.0,2015
54067,83.31,1.0,2015
54069,87.9,2.0,2015
54071,20.03,1.0,2015
54073,12.79,1.0,2015
54075,27.48,1.0,2015
54077,114.53,2.0,2015
54079,136.91,2.0,2015
54081,172.02,2.0,2015
54083,96.02,1.0,2015
54085,,1.0,2015
54087,46.64,1.0,2015
54089,29.02,1.0,2015
54091,56.24,1.0,2015
54093,22.93,1.0,2015
54095,14.45,1.0,2015
54097,81.23,1.0,2015
54099,98.02,2.0,2015
54101,27.53,1.0,2015
54103,31.25,1.0,2015
54105,9.52,2.0,2015
54107,140.09,2.0,2015
54109,49.81,1.0,2015
55001,60.0,1.0,2015
55003,56.0,1.0,2015
55005,130.0,1.0,2015
55007,31.0,1.0,2015
55009,579.0,2.0,2015
55011,16.0,1.0,2015
55013,22.0,1.0,2015
55015,40.0,2.0,2015
55017,126.0,2.0,2015
55019,64.0,1.0,2015
55021,149.0,2.0,2015
55023,22.0,1.0,2015
55025,757.0,2.0,2015
55027,439.0,1.0,2015
55029,67.0,1.0,2015
55031,176.0,2.0,2015
55033,76.0,1.0,2015
55035,225.0,2.0,2015
55037,10.0,1.0,2015
55039,300.0,2.0,2015
55041,60.0,1.0,2015
55043,53.0,1.0,2015
55045,52.0,2.0,2015
55047,53.0,1.0,2015
55049,38.0,2.0,2015
55051,8.0,1.0,2015
55053,44.0,1.0,2015
55055,140.0,1.0,2015
55057,62.0,1.0,2015
55059,683.0,3.0,2015
55061,16.0,2.0,2015
55063,201.0,2.0,2015
55065,18.0,1.0,2015
55067,64.0,1.0,2015
55069,137.0,1.0,2015
55071,157.0,1.0,2015
55073,320.0,2.0,2015
55075,134.0,1.0,2015
55077,37.0,1.0,2015
55078,22.41,1.0,2015
55079,2451.0,4.0,2015
55081,38.0,1.0,2015
55083,53.0,2.0,2015
55085,80.0,1.0,2015
55087,348.0,2.0,2015
55089,159.0,3.0,2015
55091,18.0,1.0,2015
55093,24.0,3.0,2015
55095,79.0,1.0,2015
55097,73.0,1.0,2015
55099,20.0,1.0,2015
55101,667.0,2.0,2015
55103,30.0,1.0,2015
55105,475.0,2.0,2015
55107,43.0,1.0,2015
55109,82.0,3.0,2015
55111,188.0,1.0,2015
55113,73.0,1.0,2015
55115,214.59,1.0,2015
55117,234.0,2.0,2015
55119,40.0,1.0,2015
55121,30.0,1.0,2015
55123,73.0,1.0,2015
55125,73.0,1.0,2015
55127,297.0,1.0,2015
55129,19.0,1.0,2015
55131,250.0,3.0,2015
55133,533.0,3.0,2015
55135,200.0,1.0,2015
55137,81.0,1.0,2015
55139,272.0,2.0,2015
55141,64.0,1.0,2015
56001,44.0,1.0,2015
56003,61.0,1.0,2015
56005,137.0,1.0,2015
56007,52.0,1.0,2015
56009,37.0,1.0,2015
56011,11.0,1.0,2015
56013,165.0,1.0,2015
56015,32.0,1.0,2015
56017,15.0,1.0,2015
56019,33.0,1.0,2015
56021,212.0,2.0,2015
56023,19.0,1.0,2015
56025,265.0,2.0,2015
56027,5.0,1.0,2015
56029,59.0,1.0,2015
56031,43.0,1.0,2015
56033,76.0,1.0,2015
56035,16.0,1.0,2015
56037,133.0,1.0,2015
56039,25.0,1.0,2015
56041,53.0,1.0,2015
56043,28.0,1.0,2015
56045,5.0,1.0,2015
01001,165.0,2.0,2016
01003,631.0,2.0,2016
01005,111.0,1.0,2016
01007,74.0,3.0,2016
01009,134.0,3.0,2016
01011,32.0,1.0,2016
01013,77.0,1.0,2016
01015,497.0,2.0,2016
01017,149.0,1.0,2016
01019,125.0,1.0,2016
01021,170.0,3.0,2016
01023,27.0,1.0,2016
01025,201.0,1.0,2016
01027,95.0,1.0,2016
01029,58.0,1.0,2016
01031,128.0,1.0,2016
01033,108.0,2.0,2016
01035,36.0,1.0,2016
01037,46.0,1.0,2016
01039,217.0,1.0,2016
01041,50.0,1.0,2016
01043,322.0,1.0,2016
01045,60.0,1.0,2016
01047,187.0,1.0,2016
01049,235.0,1.0,2016
01051,342.0,2.0,2016
01053,208.0,1.0,2016
01055,717.0,2.0,2016
01057,60.0,1.0,2016
01059,69.0,1.0,2016
01061,69.0,2.0,2016
01063,6.0,1.0,2016
01065,40.0,2.0,2016
01067,47.0,2.0,2016
01069,354.0,2.0,2016
01071,190.0,1.0,2016
01073,1433.0,4.0,2016
01075,68.0,1.0,2016
01077,303.0,2.0,2016
01079,125.0,2.0,2016
01081,400.0,2.0,2016
01083,226.0,2.0,2016
01085,47.0,2.0,2016
01087,10.0,1.0,2016
01089,847.0,2.0,2016
01091,61.0,1.0,2016
01093,99.0,1.0,2016
01095,309.0,1.0,2016
01097,161.0,2.0,2016
01099,68.0,1.0,2016
01101,689.0,2.0,2016
01103,529.0,2.0,2016
01105,18.0,1.0,2016
01107,190.0,2.0,2016
01109,83.0,1.0,2016
01111,68.0,1.0,2016
01113,228.0,2.0,2016
01115,225.0,3.0,2016
01117,460.0,3.0,2016
01119,33.0,1.0,2016
01121,279.0,1.0,2016
01123,174.0,1.0,2016
01125,559.33,2.0,2016
01127,283.0,3.0,2016
01129,50.0,1.0,2016
01131,52.0,1.0,2016
01133,92.0,1.0,2016
02013,3.0,1.0,2016
02016,,1.0,2016
02020,,2.0,2016
02050,5.0,1.0,2016
02060,6.0,1.0,2016
02068,,1.0,2016
02070,2.0,1.0,2016
02090,,2.0,2016
02100,5.0,1.0,2016
02105,,1.0,2016
02110,15.0,1.0,2016
02122,19.0,1.0,2016
02130,,1.0,2016
02150,,1.0,2016
02158,,,2016
02164,10.0,1.0,2016
02170,3.0,2.0,2016
02180,1.0,1.0,2016
02185,,1.0,2016
02188,,1.0,2016
02195,6.0,1.0,2016
02198,,1.0,2016
02220,7.0,1.0,2016
02230,,1.0,2016
02240,,1.0,2016
02261,,1.0,2016
02270,,1.0,2016
02275,,1.0,2016
02282,,1.0,2016
02290,,1.0,2016
04001,78.0,1.0,2016
04003,202.0,2.0,2016
04005,398.0,2.0,2016
04007,138.0,1.0,2016
04009,111.0,1.0,2016
04011,26.0,1.0,2016
04012,144.0,1.0,2016
04013,7685.0,4.0,2016
04015,455.0,2.0,2016
04017,276.0,1.0,2016
04019,1840.0,2.0,2016
04021,659.0,3.0,2016
04023,97.0,1.0,2016
04025,519.0,2.0,2016
04027,450.0,2.0,2016
05001,85.0,1.0,2016
05003,112.0,1.0,2016
05005,100.0,1.0,2016
05007,518.0,2.0,2016
05009,93.0,1.0,2016
05011,15.0,1.0,2016
05013,20.0,1.0,2016
05015,64.0,1.0,2016
05017,9.0,1.0,2016
05019,51.0,1.0,2016
05021,72.0,1.0,2016
05023,80.0,1.0,2016
05025,4.0,2.0,2016
05027,74.0,1.0,2016
05029,54.0,1.0,2016
05031,253.0,2.0,2016
05033,88.0,2.0,2016
05035,222.0,3.0,2016
05037,58.0,1.0,2016
05039,110.0,1.0,2016
05041,24.0,1.0,2016
05043,32.0,1.0,2016
05045,194.0,2.0,2016
05047,37.0,1.0,2016
05049,14.0,1.0,2016
05051,200.0,2.0,2016
05053,76.5,2.0,2016
05055,162.0,1.0,2016
05057,105.0,1.0,2016
05059,9.0,1.0,2016
05061,49.0,1.0,2016
05063,87.0,1.0,2016
05065,45.0,1.0,2016
05067,68.0,1.0,2016
05069,335.0,2.0,2016
05071,55.0,1.0,2016
05073,25.0,1.0,2016
05075,23.0,1.0,2016
05077,14.0,1.0,2016
05079,20.0,2.0,2016
05081,25.0,2.0,2016
05083,27.0,1.0,2016
05085,125.0,2.0,2016
05087,12.0,2.0,2016
05089,3.0,1.0,2016
05091,261.0,2.0,2016
05093,172.0,1.0,2016
05095,36.0,1.0,2016
05097,8.0,1.0,2016
05099,10.0,1.0,2016
05101,1.0,1.0,2016
05103,135.0,1.0,2016
05105,40.0,2.0,2016
05107,60.0,1.0,2016
05109,24.0,1.0,2016
05111,85.0,2.0,2016
05113,42.0,1.0,2016
05115,164.0,1.0,2016
05117,22.0,1.0,2016
05119,1013.0,2.0,2016
05121,34.0,1.0,2016
05123,71.0,1.0,2016
05125,183.0,2.0,2016
05127,28.0,1.0,2016
